Model,ROC-AUC,Precision,Recall,F1-Score,Training_Time,TP,FP,TN,FN,Dataset_Size
Random Forest (Complete Dataset),0.9478710984347751,0.13246858120140692,0.9121206984234616,0.23133941188441773,393.60979652404785,80709,528560,2676561,7776,16468027
