Model,ROC-AUC,Precision,Recall,F1-Score,Training_Time,TP,FP,TN,FN,Dataset_Size
XGBoost (Complete Dataset),0.9502044466276244,0.1372280388846531,0.9112617957845962,0.23853482410819013,34.8837730884552,80633,506951,2698170,7852,16468027
