Model,ROC-AUC,Precision,Recall,F1-Score,Training_Time,TP,FP,TN,FN,Dataset_Size
Logistic Regression (Complete Dataset),0.9333601686182056,0.10562040140221118,0.9295812849635532,0.18968815400314787,19.17813229560852,82254,696516,2508605,6231,16468027
